"id","Code","Material","Specification","VER","created_at","updated_at"
"413","PC-0515","Base Coating","Ipcote 9183","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"414","PC-0520","Sealing Topcoat","Ipseal 9184","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"415","PC-0525","Repair Coating","Ipcote PL 270","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"416","PC-0530","Repair Coating","Ipcote PL 177","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"417","PC-0535","Thread Coating","Ipcote IP 9751","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"418","PC-0540","Friction Coating","PTFE based Low Friction Coating Ipcote IP 9286-1166","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"419","PC-0545","Repair Coating","Ipcote IP 9064-1166","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"420","PC-0550","Polyurethane varnish","CV242 Clear and Activator 51 KF595","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"421","PC-0555","Masking varnish","C075231","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"422","PC-0560","Primer","PYROLAC N 611 Bis/610","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"423","PC-0565","Primer","7E","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"424","PC-0570","Primer","Epoxy primer 7828A /  Catalyst 7828C /  Thinner 7928","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"425","PC-0575","Primer coat","MIL-C-15328A","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"426","PC-0580","Aluminium coating","AMS 2427","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"427","PC-0585","Urethane catalyst","MIL-C-83268","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"428","PC-0590","See AM-0400C",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"429","PC-0595","Primer Fluid resistant (FR)","Base 4500-PB23Y / Catalyst 4500-C-23 / Thinner 4500-S-23","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"430","PC-0600","Topcoat High gloss enamel","Urethane base 4600-B-52 MIL-C-83286 / Urethane catalyst for 4600-C-1 base per MIL-C-83286 / Thinner 4600-S-72 or 4600-S1 MIL-T-81772 Type 1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"431","PC-0605","Topcoat Clear Gloss","Urethane Base 4600-B-1 per MIL-C-83286 / Urethane Catalyst 4600-C-1 MIL-C-83268 / Thinner 4600-S-72 MIL-T-81772 Type I","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"432","PC-0610","Topcoat Black Flat Enamel","Urethane Base 4700-B-1 per MIL-C-83286 / Urethane Catalyst 4700-C-1 per MIL-C-83268 / Thinner 4600-S-72 per MIL-T-81772 Type I","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"433","PC-0615","Topcoat Clear Gloss","Urethane Base 4700-B-49 per MIL-C-83286 / Urethane Catalyst 4700-C-1 per MIL-C-83268 / Thinner 4600-S-72 per MIL-T-81772 Type I","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"434","PC-0620","Thinner","MIL-P-23377, Type I, Standard Solvent","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"435","PC-0625","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"436","PC-0630","Polyurethane coating","MIL-C-85285","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"437","PC-0630A","Polyurethane coating","MIL-PRF-85285","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"438","PC-0635","Urethane coating","MIL-C- 83286","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"439","PC-0640","ChemicalCoating  Conversion","Alodine 1200","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"440","PC-0645","CorrosionCompoundPreventive","MIL-PRF-16173, Grade 4","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"441","PC-0650","CorrosionCompoundPreventive","MIL-PRF-16173, Grade 1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"442","PC-0655","PlasticCompoundCoating","Rust Veto 30","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"443","PC-0660","PlasticCompoundCoating","MIL-PRF-16173 Grade 1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"444","PC-0665","Dalic Solution No. 2023","AMS2451/4","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"445","PC-0670","SealingCompoundand Coating","MIL-PRF-81733","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"446","PC-0670A","Sprayable Sealant","PR1436-G Sprayable Corrosion Inhibitive Sealant ","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"447","PC-0670B","SealingCompoundand Coating","MIL-PRF-81733 Class B, Type II","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"448","PC-0675","CorrosionCompoundPreventive","Dinitrol AV30","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"449","PC-0680","CorrosionCompoundPreventive","Molykote DX","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"450","PC-0685","CorrosionCompoundPreventive","GT-1000-1 (Gel Tek)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"451","PC-0690","Anti Corrosion Product","AIR 8136 (Protex G6)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"452","PC-0695","Anti Corrosion Product","MIL-C-11796 Class 3","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"453","PC-0700","Protective Product","Rocket WD40","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"454","PC-0705","Protective Product","MIL-C-81309","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"455","PC-0705A","Protective Product","MIL-PRF-81309","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"456","PC-0710","Protective Product","AGIR 66","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"457","PC-0715","Protective Product","Cadmium Solution 408-4","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"458","PC-0720","Protective Product","Cadmium Solution LHE","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"459","PC-0725","Waxy Product","Protex CS39","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"460","PC-0730","Waxy Product","Dinitrol AV100","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"461","PC-0735","Waxy Product","Protex GM3","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"462","PC-0740","Waxy Product","Dinitrol AV5B","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"463","PC-0745","Protective Coating","Protex WR","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"464","PC-0750","Corrosion Preventive Liquid   ","VV-L-800","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"465","PC-0755","Corrosion Preventive Compound","SAE AMS 3077","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"466","PC-0760","Corrosion Preventive Compound","Molykote 111","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"467","PC-0765","Corrosion Preventive Compound","COR-BAN 27L","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"468","PC-0770","Corrosion Preventive Compound","Ardrox AV 100D","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"469","PC-0775","Corrosion Preventive Compound","Dinitrol AV40","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"470","PC-0780","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"471","PC-0785","Corrosion Preventive Compound","ARDROX AV 30","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"472","PC-0790","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"473","PC-0795","Anti-galvanic corrosion compound","MOLYKOTE M77","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"474","PC-0800","Anti-galvanic corrosion product     ","Molykote G-Rapid Plus","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"475","PC-0805","Anti Corrosion Product","MIL-B121, grade A, Class 1, Type 2","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"476","PC-0810","Anti-seize compound","SAE-AMS2518","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"477","PC-0815","Anti-seize compound","MIL-T-5544","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"478","PC-0820","Corrosion protective product  ","ARDROX 3205","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"479","PC-0825","Anti-seize compound","DEF STAN 80-81","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"480","PC-0830","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"481","PC-0835","Corrosion inhibitor","PR1005 CH","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"482","PC-0840","Non-corrosive flux","DTD599A","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"483","PC-0845","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"484","PC-0850","Corrosion protective","DEF 2331 (PX1)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"485","PC-0855","Anti-galvanic corrosion compound  ","CZ-G","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"486","PC-0860","Corrosion protective compound","Ardrox 3140","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"487","PC-0865","Chemical oxidizer","ALODINE 1132","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"488","PC-0870","Corrosion protective compound","ARDROX 396/1E8","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"489","PC-0875","Corrosion protective compound","ARDROX 3702","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"490","PC-0880","Corrosion protective compound","NOVASPRAY 585W","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"491","PC-0885","Corrosion Preventive Compound","DEF STAN 80-217 (PX 1)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"492","PC-0890","Corrosion Preventive Compound","AIR 8132","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"493","PC-0895","Corrosion Preventive Compound","DEF STAN 68-10","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"494","PC-0900","Castrol Compound","DEF STAN 80-217  / Protective PX-1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"495","PC-0905","Corrosion Preventive Compound","Ardrox 3968","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"496","PC-0910","Corrosion Preventive Compound","Rustilo DWX 30","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"497","PC-0915","Corrosion Preventive Compound","Rustilo DW 924","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"498","PC-0920","Corrosion Preventive Compound","Synergen 718","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"499","PC-0925","Corrosion Preventive Compound","Tectyl 275","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"500","PC-0930","Water repellent","Wadis 24/60","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"501","PC-0935","Anti-corrosion base","Sermetel W","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"502","PC-0940","Catalyst","Sermetel 249","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"503","PC-0945","Catalyst","Sermetel 273","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"504","PC-0950","Anitx galvanic corrosion product","Mastinox 6856K","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"505","PC-0955","Corrosion resistance","AFNOR / NFX 41","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"506","PC-0960","Corrosion resistance","AFNOR /  NFA 91","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"507","PC-0965","Corrosion prevention","Elastoglas C231 paper","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"508","PC-0970","Corrosion prevention","V.P.I. paper","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"509","PC-0975","Abrasive resisitant","Irathane 155, Part P and C","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"510","PC-0980","Grey paint","DTD5567","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"511","PC-0985","Protective compound","Algaine A157/2","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"512","PC-0990","Protection fluid","Ferrocote 5856","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"513","PC-0995","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"514","PC-1000","Paint","Eclipse","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"515","PC-1005","Chemical Conversion Coating ","Alocrom 1200","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"516","PC-1010","Corrosion Preventive Compound","MIL-C-16173, Grade 4","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"517","PC-1015","Corrosion Inhibiting Compound","Ardrox AV40","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"518","SA-0001","Corrosion Remover","Deoxidine 624","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"519","SA-0005","Corrosion Remover","Jenolite RRN1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"520","SA-0010","Corrosion Remover","MIL-P-16232 Type M, Classes 1,2,3","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"521","SA-0015","Corrosion Remover","Spacoxyd","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"522","SA-0020","Corrosion Remover","MIL-T-10758 Type 3","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"523","SA-0025","Corrosion Remover","Deoxidine 670","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"524","SA-0030","Corrosion Remover","GARDOBOND R2912","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"525","SA-0035","Corrosionproduct   removal","FRAMANOL","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"526","SA-0040","Corrosion remover","Deoxidine D1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"527","SA-0045","Corrosion remover","Blackfast 181","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"528","SA-0050","Corrosion remover","IPRO33","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"529","SA-0055","Plastic Media","MIL-P-85891","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"530","SA-0060","Paint Stripper","Ardrox 2526 (Chemetall)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"531","SA-0065","Paint Stripper","DG134","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"532","SA-0070","Paint Stripper","Paintex FT","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"533","SA-0075","Paint Stripper","Paintex AH","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"534","SA-0080","Paint Stripper","Paintex CH","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"535","SA-0085","Stripper","Scalpex","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"536","SA-0090","Paint remover","SAE-AMS-1375","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"537","SA-0095","Varnish remover","D4118","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"538","SA-0100","Abrasive Grit","MIL-A-21380,Type 1 Aluminium Oxide -100 Mesh","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"539","SA-0105","Abrasive Cloth","Aluminium Oxide, 220-Grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"540","SA-0110","Abrasive Cloth","Silicon Carbide, 400-Grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"541","SA-0115","Abrasive Stone",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"542","SA-0120","Abrasive","Corundum(90 to 150 mesh size)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"543","SA-0125","Abrasive grit","90-mesh nominal grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"544","SA-0130","Abrasive","LIGNOBLAST fruit stone grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"545","SA-0135","Abrasive paper","GradesP500 or P600 and P240 or P180","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"546","SA-0140","Abrasive pad","Scotch Brite","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"547","SA-0145","Aluninum Oxide","Paper Grade 320","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"548","SA-0150","Silicon Carbide Cloth","360 Grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"549","SA-0155","Silicon Carbide Cloth","600 Grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"550","SA-0160","Sandpaper","Gauge 000","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"551","SA-0165","Emery cloth","60-100 grit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"552","SA-0170","Nickel Stripper","MetalX B-929","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"553","SA-0175","Stripper","ENSTRIP N170","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"554","SA-0180","Stripper","ENSTRIP NP1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"555","SA-0185","Stripper","ENSTRIP NP2","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"556","SA-0190","Nickel stripping","ENSTRIP 165S","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"557","SA-0195","Nickel stripper","Nickel Ni ALC 2X","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"558","SA-0200","Copper stripper","Stripper ","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"559","SA-0205","Stripper","Enthon Enstrip ","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"560","SA-0210","Paint Remover","MIL-PRF-25134","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"561","SA-0215","Paint Remover","MIL-PRF-83936","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"562","SA-0220","Paint Remover","AMS 1374","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"563","SA-0225","Paint Remover","DEF STAN 80-197/1","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"564","SA-0230","Paint stripper","Ardrox 666/6","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"565","SA-0235","Paint stripper","Ardrox 2314 A/B","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"566","SA-0240","Paint stripper","Turco 5668","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"567","SA-0245","Stripping Compound","ENSTRIP N170","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"568","SA-0250","Stripping Compound","Progal D45TM","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"569","SA-0255","Stripping Compound","ORTHONETOIL-P","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"570","SA-0260","Stripping Compound","ARDROX 2471 A","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"571","SA-0265","Cement remover","Decaploc","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"572","SA-0270","Paint Remover","MIL-R-81294","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"573","CM-0001","Cleaning Product","Isopropyl Alcohol","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"574","CM-0005","Cleaning Agent","MIL-A-6091","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"575","CM-0010","Cleaning Agent","MIL-C-81302","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"576","CM-0015","Cleaning Solvent","PD680, Type II","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"577","CM-0020","Cleaning Solvent","MIL-S-5002","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"578","CM-0025","Cleaning Solvent","Methylated spirit","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"579","CM-0030","Cleaning Product","Baltane","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"580","CM-0035","Cleaning Product","TRICHLOROETHANE 1,1,1, (METHYL CHLOROFORM) INHIBITED, VAPOR DEGREASING as defined by MIL-T-81533","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"581","CM-0040","Cleaning Product","Dasikleen","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"582","CM-0045","Cleaning Product","D-5665NS","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"583","CM-0050","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"584","CM-0055","Cleaning Product","TRICHLOROETHYLENE, STABILIZED DEGREASING as defined by MIL-T-7003","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"585","CM-0060","Cleaning Product","Vapor-Degreasing Grade Perchloroethylene asdefined by ASTM D-4376","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"586","CM-0065","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"587","CM-0070","Cleaning Product","METHYL ETHYL KETONE, TECHNICAL as defined by TT-M-261/D","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"588","CM-0075","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"589","CM-0080","Cleaning Product","Trichlorotri-fluoroethane","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"590","CM-0085","Cleaning Compound","MIL-PRF-87937","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"591","CM-0090","Cleaning Agent","FLUGENE 113MA","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"592","CM-0095","Cleaning product","WHITE SPIRIT, BS245","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"593","CM-0100","Cleaning product","MIL-PRF-680","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"594","CM-0105","Cleaning product","ASTM D235-95","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"595","CM-0110","Cleaning product","SPACANET 3026","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"596","CM-0115","Cleaning product","Loctite Chisel 790","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"597","CM-0120","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"598","CM-0125","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"599","CM-0130","Aqueous Cleaner","ARDROX 6465M","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"600","CM-0135","Aqueous Cleaner","SUPER BEE 300LF","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"601","CM-0140","Aqueous Cleaner","TURCO 5948 DPM","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"602","CM-0145","Aqueous Cleaner","TURCOLIQUID SPRAYEZE NP-LT","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"603","CM-0150","Cleaning agent","BIOSANE TE 213 160814  ","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"604","CM-0155","Cleaning agent","VIGON EFM","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"605","CM-0160","Cleaning agent","Evolve CH114","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"606","CM-0165","Cleaning agent","UKLENE D6","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"607","CM-0170","Cleaning agent","BIOSANE TE 213","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"608","CM-0175","Cleaning agent","Evolve CH10","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"609","CM-0180","Cleaning agent","BIOSANE SR 84","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"610","CM-0185","Cleaning agent","Agma EP1272","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"611","CM-0190","Cleaning agent","Butyl alcohol","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"612","CM-0195","Degreaser","Degreaser 725 (STE SCALP)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"613","CM-0200","Cleaning product","Novaclean AL700","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"614","CM-0205","Cleaning product","Synergic CA","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"615","CM-0210","Cleaning product","Novaclean AL85","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"616","CM-0215","Cleaning product","METROLUX","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"617","CM-0220","Aqueous cleaners","Cee-Bee E-1092T","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"618","CM-0225","Cleaning product","Diversey 909","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"619","CM-0230","Cleaning product","Diversey 1107","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"620","CM-0235","Cleaning product","POLICLEAN 246 NF","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"621","CM-0240","Degreaser","SOCOCLEAN A3433","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"622","CM-0245","Cleaning product","D-greeze - 500 LO","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"623","CM-0250","Mild Alkaline Cleaner","Turco 4215NCLT","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"624","CM-0255","Cleaning agent","Lotoxane","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"625","CM-0260","Cleaning Compound","DEF STAN 80-20","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"626","CM-0265","CarbonCompoundRemoving","MIL-C-25107","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"627","CM-0270","Cleaning agent","Irasolve EC-19","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"628","CM-0275","Cleaning agent","Irasolve EC-15","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"629","CM-0280","Cleaning agent","Irathane 155 (coloured)","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"630","CM-0285","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"631","CM-0290","Cleaning Agent","Methylated petrol","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"632","CM-0295","Degreaser","TURCO AIRLION","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"633","CM-0300","Alkaline Cleaner","Brulin 8 15 GD","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"634","CM-0305","Solvent cleaner","Varsol 140","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"635","CM-0310","Solvent cleaner","Zyglo Remover ZR-1 OB","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"636","MM-0001","Sulfuric-Hydrofluoric Acid",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"637","MM-0005","Not used",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"638","MM-0010","Denatured Ethyl Alcohol",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"639","MM-0015","Glass Beads","Gp4260","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"640","MM-0020","Metallic-Ceramic Coating Alseal 519",,"NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
"641","MM-0025","LowPolyethyleneDensity Film","DEF STAN 93-13","NEW","0000-00-00 00:00:00","0000-00-00 00:00:00"
