WO_NUMBER,UNIT_PN,CUSTOMER,SERIAL_NUMBER,DESCRIPTION,OPEN_DATE,WO_STATUS
W106254,52195-3,"Jazz Aviation LP",,"Bolt, Shock Strut Assy",17/jul/2024,COG
