WO_NUMBER,UNIT_PN,CUSTOMER,SERIAL_NUMBER,DESCRIPTION,OPEN_DATE,WO_STATUS,WOO_AUTO_KEY,WO_PNM_AUTO_KEY,STM_AUTO_KEY,CMP_AUTO_KEY,COMPANY_REF_NUMBER,UNIT_PN_SOURCE,CUSTOMER_SOURCE,SERIAL_SOURCE,DESCRIPTION_SOURCE,OPEN_DATE_SOURCE,SOURCE_LAST_MODIFIED
W107739,8800-137,"Air Inuit Ltd.- Hydro Quebec Division",,"Shock Strut Assy.",12/may/2026,WIP,8044,11441,,239,M0000059334,"WO_OPERATION.PNM_AUTO_KEY -> PARTS_MASTER.PN","WO_OPERATION.CMP_AUTO_KEY -> COMPANIES.COMPANY_NAME",,"WO_OPERATION.PNM_AUTO_KEY -> PARTS_MASTER.DESCRIPTION",WO_OPERATION.ENTRY_DATE,
